task_id,variant_id,transformation,severity,equivalence_class,certificate_valid,certificate_closed_by_rfl,certificate_level,proof_source,model_id,generation_attempt,original_proof_valid,equivalence_certified,outcome,survives,failure_category,lean_exit_code,lean_elapsed_seconds,proof_region_errors,other_region_errors,proof_hash,spec_hash,command,cwd,file,exit_code,stdout,stderr,elapsed_seconds,timed_out,messages,ok,primary_category,proof_text,proof_aux_text,model_family,base_model,strategy_condition,tier,code_loc_original,code_loc_refactored,metadata,cert_level,cert_seconds,proof_chars,proof_lines,proof_loc,n_tactic_tokens,count_unfold,unfolds_target_function,unfold_mentions_postcond,count_simp,count_simp_all,simp_mentions_target_function,simp_only_used,count_rw,count_have,count_exact,count_apply,count_intro,count_constructor,count_cases,count_induction,count_split,count_by_cases,count_omega,count_decide,count_aesop,count_grind,count_rfl,count_norm_num,count_linarith,uses_automation,target_function_name_occurrences,code_aux_identifier_occurrences,mentions_code_aux_identifier,mentions_extracted_helper_name,mentions_h_precond,proof_aux_nonempty,first_tactic,tactic_histogram,_key,group
verina_basic_100,verina_basic_100__T5_branch_extract__0,T5_branch_extract,S,definitional,True,True,rfl,reference,,,True,True,proof_fails,False,simp_failed,1.0,20.645,['simp made no progress\n'],[],a188e1cecea258ef5cc8649df0654c3917fd422f5d225a19b681b3380fed84d0,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,,,,,,,,,,,,,,,,,basic,3,5,"{'binders': ['x', 'h_precond'], 'extracted': 'else_branch', 'seed': 0}",rfl,91.86,158,8,8,7,1,True,True,3,0,False,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,rw=3;simp=3;unfold=1,"('verina_basic_100', 'reference', None, None)",reference
verina_basic_101,verina_basic_101__T1_let_intro__0,T1_let_intro,D,definitional,True,True,rfl,reference,,,True,True,survives,True,,0.0,0.872,[],[],cd10127c64f63a8b0871c8c9b3d9046b70446efa02f2fe089d464f5d2b51b471,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,,,,,,,,,,,,,,,,,basic,2,4,"{'tmp_name': '__rp_tmp_1171a237', 'seed': 0}",rfl,0.733,109,5,5,5,1,True,True,2,0,False,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,rw=2;simp=2;unfold=1,"('verina_basic_101', 'reference', None, None)",reference
verina_basic_101,verina_basic_101__T2_helper_extract__0,T2_helper_extract,S,definitional,True,True,rfl,reference,,,True,True,proof_fails,False,simp_failed,1.0,0.858,['simp made no progress\n'],[],cd10127c64f63a8b0871c8c9b3d9046b70446efa02f2fe089d464f5d2b51b471,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,,,,,,,,,,,,,,,,,basic,2,4,"{'binders': ['x', 'h_precond'], 'seed': 0}",rfl,0.707,109,5,5,5,1,True,True,2,0,False,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,rw=2;simp=2;unfold=1,"('verina_basic_101', 'reference', None, None)",reference
verina_basic_101,verina_basic_101__T3_comm_swap__0,T3_comm_swap,E,theorem_certified,True,False,simp_only,reference,,,True,True,proof_fails,False,rewrite_failed,1.0,0.864,"[""tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  ?a * ?b + ?a * ?c\nx : Int\nh_precond : Triple_precond x\n⊢ (2 * x + x * 1) / 3 = x ∧ (2 * x + x) / 3 * 3 = 2 * x + x\n""]",[],cd10127c64f63a8b0871c8c9b3d9046b70446efa02f2fe089d464f5d2b51b471,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,,,,,,,,,,,,,,,,,basic,2,2,"{'law_sets': [['add_comm', 'add_left_comm', 'add_assoc', 'mul_comm', 'mul_left_comm', 'mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Nat.add_left_comm', 'Nat.add_assoc', 'Nat.mul_comm', 'Nat.mul_left_comm', 'Nat.mul_assoc', 'Int.add_comm', 'Int.add_left_comm', 'Int.add_assoc', 'Int.mul_comm', 'Int.mul_left_comm', 'Int.mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Int.add_comm', 'Nat.mul_comm', 'Int.mul_comm', 'Bool.and_comm', 'Bool.or_comm', 'and_comm', 'or_comm']], 'operator': '*', 'lhs': 'x', 'rhs': '2', 'occurrence_index': 0, 'n_eligible_occurrences': 2, 'char_offset': 11, 'seed': 0}",simp_only,0.763,109,5,5,5,1,True,True,2,0,False,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,rw=2;simp=2;unfold=1,"('verina_basic_101', 'reference', None, None)",reference
verina_basic_101,verina_basic_101__T3_comm_swap__1,T3_comm_swap,E,theorem_certified,True,False,simp_only,reference,,,True,True,proof_fails,False,rewrite_failed,1.0,0.866,"[""tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  ?a * ?b + ?a * ?c\nx : Int\nh_precond : Triple_precond x\n⊢ (x + x * 1 * 2) / 3 = x ∧ (x + x * 2) / 3 * 3 = x + x * 2\n""]",[],cd10127c64f63a8b0871c8c9b3d9046b70446efa02f2fe089d464f5d2b51b471,8ea4c3de66341ef9c4cf3858383ca0ba1bd09ec82562a4f2c725938ed517ce4c,,,,,,,,,,,,,,,,,basic,2,2,"{'law_sets': [['add_comm', 'add_left_comm', 'add_assoc', 'mul_comm', 'mul_left_comm', 'mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Nat.add_left_comm', 'Nat.add_assoc', 'Nat.mul_comm', 'Nat.mul_left_comm', 'Nat.mul_assoc', 'Int.add_comm', 'Int.add_left_comm', 'Int.add_assoc', 'Int.mul_comm', 'Int.mul_left_comm', 'Int.mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Int.add_comm', 'Nat.mul_comm', 'Int.mul_comm', 'Bool.and_comm', 'Bool.or_comm', 'and_comm', 'or_comm']], 'operator': '+', 'lhs': 'y', 'rhs': 'x', 'occurrence_index': 1, 'n_eligible_occurrences': 2, 'char_offset': 19, 'seed': 0}",simp_only,0.776,109,5,5,5,1,True,True,2,0,False,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,rw=2;simp=2;unfold=1,"('verina_basic_101', 'reference', None, None)",reference
verina_basic_11,verina_basic_11__T1_let_intro__0,T1_let_intro,D,definitional,True,True,rfl,reference,,,True,True,survives,True,,0.0,0.811,[],[],aeba8a798b6026c867ea840ff86b66bae5a6ed6c0d62c06bec8bc1e13147f6e6,971b5573012e5ab51016af84f8536d8b6668130cc30f066c18f90e67fdbd4ce3,,,,,,,,,,,,,,,,,basic,1,3,"{'tmp_name': '__rp_tmp_c1b8a8ca', 'seed': 0}",rfl,0.672,125,6,6,7,1,True,True,2,0,False,False,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,True,1,0,False,False,False,False,unfold,constructor=2;decide=1;exact=1;simp=2;unfold=1,"('verina_basic_11', 'reference', None, None)",reference
verina_basic_11,verina_basic_11__T2_helper_extract__0,T2_helper_extract,S,definitional,True,True,rfl,reference,,,True,True,proof_fails,False,simp_failed,1.0,0.852,['simp made no progress\n'],[],aeba8a798b6026c867ea840ff86b66bae5a6ed6c0d62c06bec8bc1e13147f6e6,971b5573012e5ab51016af84f8536d8b6668130cc30f066c18f90e67fdbd4ce3,,,,,,,,,,,,,,,,,basic,1,3,"{'binders': ['n', 'h_precond'], 'seed': 0}",rfl,0.673,125,6,6,7,1,True,True,2,0,False,False,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,True,1,0,False,False,False,False,unfold,constructor=2;decide=1;exact=1;simp=2;unfold=1,"('verina_basic_11', 'reference', None, None)",reference
verina_basic_12,verina_basic_12__T1_let_intro__0,T1_let_intro,D,definitional,True,True,rfl,reference,,,True,True,survives,True,,0.0,0.868,[],[],5775ba4a5c9d5d2b0b7c70b5a14fe470328837a291e1ccbb7734c318ea78b664,35aa279200d65ed096def6c82bb7a725efca6faffdd9afab3f82ec84271da3ca,,,,,,,,,,,,,,,,,basic,1,3,"{'tmp_name': '__rp_tmp_3e6b423e', 'seed': 0}",rfl,0.711,57,2,2,2,1,True,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1,"('verina_basic_12', 'reference', None, None)",reference
verina_basic_12,verina_basic_12__T2_helper_extract__0,T2_helper_extract,S,definitional,True,True,rfl,reference,,,True,True,proof_fails,False,simp_failed,1.0,0.844,['simp made no progress\n'],[],5775ba4a5c9d5d2b0b7c70b5a14fe470328837a291e1ccbb7734c318ea78b664,35aa279200d65ed096def6c82bb7a725efca6faffdd9afab3f82ec84271da3ca,,,,,,,,,,,,,,,,,basic,1,3,"{'binders': ['size', 'h_precond'], 'seed': 0}",rfl,0.691,57,2,2,2,1,True,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1,"('verina_basic_12', 'reference', None, None)",reference
verina_basic_12,verina_basic_12__T3_comm_swap__0,T3_comm_swap,E,theorem_certified,True,False,simp_only,reference,,,True,True,proof_fails,False,simp_failed,1.0,0.829,['simp made no progress\n'],[],5775ba4a5c9d5d2b0b7c70b5a14fe470328837a291e1ccbb7734c318ea78b664,35aa279200d65ed096def6c82bb7a725efca6faffdd9afab3f82ec84271da3ca,,,,,,,,,,,,,,,,,basic,1,1,"{'law_sets': [['add_comm', 'add_left_comm', 'add_assoc', 'mul_comm', 'mul_left_comm', 'mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Nat.add_left_comm', 'Nat.add_assoc', 'Nat.mul_comm', 'Nat.mul_left_comm', 'Nat.mul_assoc', 'Int.add_comm', 'Int.add_left_comm', 'Int.add_assoc', 'Int.mul_comm', 'Int.mul_left_comm', 'Int.mul_assoc', 'Bool.and_comm', 'Bool.and_left_comm', 'Bool.and_assoc', 'Bool.or_comm', 'Bool.or_left_comm', 'Bool.or_assoc', 'and_comm', 'and_left_comm', 'and_assoc', 'or_comm', 'or_left_comm', 'or_assoc'], ['Nat.add_comm', 'Int.add_comm', 'Nat.mul_comm', 'Int.mul_comm', 'Bool.and_comm', 'Bool.or_comm', 'and_comm', 'or_comm']], 'operator': '*', 'lhs': '6', 'rhs': 'size', 'occurrence_index': 0, 'n_eligible_occurrences': 1, 'char_offset': 2, 'seed': 0}",simp_only,0.776,57,2,2,2,1,True,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1,"('verina_basic_12', 'reference', None, None)",reference
verina_basic_13,verina_basic_13__T1_let_intro__0,T1_let_intro,D,definitional,True,True,rfl,reference,,,True,True,survives,True,,0.0,1.183,[],[],dd2d5c281fe7d638b715a52de1908845611a7cc0afe57644562dbf6b1d011911,af894eff89370af68f9d84119f04d12450404afdfde79f9c0dcd0205721fbb15,,,,,,,,,,,,,,,,,basic,1,3,"{'tmp_name': '__rp_tmp_982224a6', 'seed': 0}",rfl,0.714,711,20,20,20,1,True,True,6,1,False,True,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,apply=2;have=6;intro=1;rw=3;simp=6;simp_all=1;unfold=1,"('verina_basic_13', 'reference', None, None)",reference
verina_basic_13,verina_basic_13__T2_helper_extract__0,T2_helper_extract,S,definitional,True,True,rfl,reference,,,True,True,proof_fails,False,simp_failed,1.0,0.878,['simp_all made no progress\n'],[],dd2d5c281fe7d638b715a52de1908845611a7cc0afe57644562dbf6b1d011911,af894eff89370af68f9d84119f04d12450404afdfde79f9c0dcd0205721fbb15,,,,,,,,,,,,,,,,,basic,1,3,"{'binders': ['a', 'h_precond'], 'seed': 0}",rfl,0.692,711,20,20,20,1,True,True,6,1,False,True,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,apply=2;have=6;intro=1;rw=3;simp=6;simp_all=1;unfold=1,"('verina_basic_13', 'reference', None, None)",reference
verina_basic_14,verina_basic_14__T1_let_intro__0,T1_let_intro,D,definitional,True,True,rfl,reference,,,True,True,survives,True,,0.0,0.841,[],[],9cdd52239334607844541834efdea5aa3300d3495ea7a2a69edcb3a32921709b,8b422f0f0718a6d5587cf0f1b04c62ad78afdfafab0eb53a3521396f6b627702,,,,,,,,,,,,,,,,,basic,1,3,"{'tmp_name': '__rp_tmp_70a11263', 'seed': 0}",rfl,0.637,49,2,2,2,1,True,True,0,1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp_all=1;unfold=1,"('verina_basic_14', 'reference', None, None)",reference
